date,price
1999-07-07,413.57
1999-07-14,475.71
1999-07-21,507.86
1999-07-28,470.71
1999-08-04,472.5
1999-08-11,470.71
1999-08-18,479.29
1999-08-25,470.0
1999-09-01,515.0
1999-09-08,579.29
1999-09-15,701.43
1999-09-22,641.43
1999-09-29,609.0
1999-10-06,607.5
1999-10-13,592.14
1999-10-20,552.86
1999-10-27,740.71
1999-11-03,610.71
1999-11-10,580.0
1999-11-17,650.0
1999-11-24,648.29
1999-12-01,509.29
1999-12-08,469.57
1999-12-15,384.0
1999-12-22,384.0
1999-12-29,410.0
2000-01-05,400.0
2000-01-12,391.0
2000-01-19,359.0
2000-01-26,324.6
2000-02-02,316.6
2000-02-09,311.6
2000-02-16,302.6
2000-02-23,300.43
2000-03-01,304.0
2000-03-08,295.43
2000-03-15,291.14
2000-03-22,298.29
2000-03-29,290.71
2000-04-05,285.43
2000-04-12,286.14
2000-04-19,289.0
2000-04-26,301.44
2000-05-03,298.11
2000-05-10,273.67
2000-05-17,281.14
2000-05-24,286.14
2000-05-31,281.86
2000-06-07,272.86
2000-06-14,287.14
2000-06-21,269.12
2000-06-28,256.22
2000-07-05,273.89
2000-07-12,295.0
2000-07-19,300.0
2000-07-26,314.67
2000-08-02,285.56
2000-08-09,291.67
2000-08-16,294.44
2000-08-23,318.89
2000-08-30,330.56
2000-09-06,320.0
2000-09-13,332.78
2000-09-20,349.44
2000-09-27,420.0
2000-10-04,393.89
2000-10-11,418.11
2000-10-18,418.67
2000-10-25,415.89
2000-11-01,513.89
2000-11-08,553.33
2000-11-15,618.89
2000-11-22,633.33
2000-11-29,630.56
2000-12-06,650.0
2000-12-13,671.67
2000-12-20,605.56
2000-12-27,590.0
2001-01-03,595.56
2001-01-10,582.67
2001-01-17,593.89
2001-01-24,572.22
2001-01-31,569.44
2001-02-07,543.57
2001-02-14,495.0
2001-02-21,492.22
2001-02-28,436.11
2001-03-07,433.56
2001-03-14,435.0
2001-03-21,431.11
2001-03-28,418.33
2001-04-04,423.89
2001-04-11,393.33
2001-04-18,390.56
2001-04-25,407.14
2001-05-02,402.78
2001-05-09,358.89
2001-05-16,374.44
2001-05-23,355.0
2001-05-30,303.89
2001-06-06,292.22
2001-06-13,309.44
2001-06-20,310.56
2001-06-27,336.67
2001-07-04,333.89
2001-07-11,362.22
2001-07-18,350.0
2001-07-25,356.11
2001-08-01,370.56
2001-08-08,428.33
2001-08-15,492.14
2001-08-22,470.71
2001-08-29,502.14
2001-09-05,504.29
2001-09-12,541.14
2001-09-19,556.14
2001-09-26,529.22
2001-10-03,515.33
2001-10-10,544.44
2001-10-17,533.33
2001-10-24,676.11
2001-10-31,671.43
2001-11-07,678.33
2001-11-14,689.44
2001-11-21,847.22
2001-11-28,755.56
2001-12-05,628.57
2001-12-12,614.29
2001-12-19,588.11
2001-12-26,490.33
2002-01-02,480.56
2002-01-09,465.89
2002-01-16,411.14
2002-01-23,412.56
2002-01-30,404.78
2002-02-06,341.43
2002-02-13,359.44
2002-02-20,356.0
2002-02-27,377.75
2002-03-06,363.86
2002-03-13,341.86
2002-03-20,312.57
2002-03-27,305.43
2002-04-03,327.88
2002-04-10,303.29
2002-04-17,309.12
2002-04-24,289.57
2002-05-01,284.25
2002-05-08,304.5
2002-05-15,291.6
2002-05-22,246.6
2002-05-29,230.43
2002-06-05,251.86
2002-06-12,285.71
2002-06-19,342.86
2002-06-26,340.0
2002-07-03,399.11
2002-07-10,384.67
2002-07-17,376.89
2002-07-24,409.22
2002-07-31,415.56
2002-08-07,465.0
2002-08-14,501.14
2002-08-21,545.6
2002-08-28,483.11
2002-09-04,505.89
2002-09-11,540.89
2002-09-18,535.38
2002-09-25,549.78
2002-10-02,540.0
2002-10-09,551.44
2002-10-16,587.56
2002-10-23,683.86
2002-10-30,757.4
2002-11-06,650.0
2002-11-13,655.0
2002-11-20,610.0
2002-11-27,512.6
2002-12-04,474.0
2002-12-11,519.71
2002-12-18,484.0
2002-12-25,450.0
2003-01-01,330.0
2003-01-08,325.0
2003-01-15,365.0
2003-01-22,347.14
2003-01-29,297.14
2003-02-05,280.89
2003-02-12,279.22
2003-02-19,274.22
2003-02-26,271.67
2003-03-05,270.56
2003-03-12,295.56
2003-03-19,295.56
2003-03-26,306.86
2003-04-02,298.57
2003-04-09,313.33
2003-04-16,302.22
2003-04-23,332.78
2003-04-30,372.22
2003-05-07,372.22
2003-05-14,344.88
2003-05-21,354.38
2003-05-28,388.12
2003-06-04,397.5
2003-06-11,440.0
2003-06-18,465.0
2003-06-25,426.25
2003-07-02,395.62
2003-07-09,387.5
2003-07-16,411.88
2003-07-23,415.62
2003-07-30,430.0
2003-08-06,437.25
2003-08-13,453.75
2003-08-20,497.14
2003-08-27,506.43
2003-09-03,512.57
2003-09-10,570.0
2003-09-17,576.43
2003-09-24,589.57
2003-10-01,731.86
2003-10-08,769.29
2003-10-15,952.14
2003-10-22,867.86
2003-10-29,916.67
2003-11-05,866.67
2003-11-12,836.11
2003-11-19,777.78
2003-11-26,802.78
2003-12-03,783.33
2003-12-10,780.56
2003-12-17,762.78
2003-12-24,773.89
2003-12-31,836.11
2004-01-07,883.33
2004-01-14,862.56
2004-01-21,818.11
2004-01-28,861.67
2004-02-04,855.56
2004-02-11,850.0
2004-02-18,861.11
2004-02-25,827.78
2004-03-03,794.44
2004-03-10,711.67
2004-03-17,700.0
2004-03-24,687.78
2004-03-31,667.22
2004-04-07,597.14
2004-04-14,590.0
2004-04-21,554.29
2004-04-28,521.43
2004-05-05,467.86
2004-05-12,467.86
2004-05-19,447.14
2004-05-26,422.5
2004-06-02,427.5
2004-06-09,428.75
2004-06-16,478.12
2004-06-23,478.12
2004-06-30,478.12
2004-07-07,456.25
2004-07-14,441.88
2004-07-21,438.75
2004-07-28,424.38
2004-08-04,465.0
2004-08-11,449.44
2004-08-18,447.78
2004-08-25,583.89
2004-09-01,569.44
2004-09-08,561.11
2004-09-15,526.67
2004-09-22,553.33
