date,price
1999-07-07,796.88
1999-07-14,812.5
1999-07-21,834.38
1999-07-28,802.5
1999-08-04,790.62
1999-08-11,699.17
1999-08-18,740.0
1999-08-25,743.75
1999-09-01,784.38
1999-09-08,850.0
1999-09-15,893.75
1999-09-22,907.14
1999-09-29,1061.43
1999-10-06,957.14
1999-10-13,1033.12
1999-10-20,850.0
1999-10-27,976.0
1999-11-03,958.33
1999-11-10,1043.57
1999-11-17,1050.0
1999-11-24,928.75
1999-12-01,758.12
1999-12-08,715.0
1999-12-15,669.57
1999-12-22,661.43
1999-12-29,568.57
2000-01-05,590.62
2000-01-12,517.86
2000-01-19,550.0
2000-01-26,474.38
2000-02-02,482.14
2000-02-09,464.29
2000-02-16,475.71
2000-02-23,484.29
2000-03-01,474.29
2000-03-08,498.75
2000-03-15,508.12
2000-03-22,473.12
2000-03-29,466.88
2000-04-05,480.71
2000-04-12,568.75
2000-04-19,475.71
2000-04-26,477.5
2000-05-03,498.75
2000-05-10,480.0
2000-05-17,481.88
2000-05-24,486.88
2000-05-31,478.75
2000-06-07,486.25
2000-06-14,558.33
2000-06-21,518.75
2000-06-28,502.5
2000-07-05,502.5
2000-07-12,520.0
2000-07-19,526.43
2000-07-26,512.14
2000-08-02,520.0
2000-08-09,527.14
2000-08-16,597.5
2000-08-23,641.67
2000-08-30,732.86
2000-09-06,649.17
2000-09-13,738.57
2000-09-20,603.33
2000-09-27,732.86
2000-10-04,772.86
2000-10-11,746.43
2000-10-18,767.86
2000-10-25,732.14
2000-11-01,767.86
2000-11-08,860.71
2000-11-15,889.29
2000-11-22,778.12
2000-11-29,871.43
2000-12-06,837.5
2000-12-13,789.29
2000-12-20,708.33
2000-12-27,720.71
2001-01-03,892.86
2001-01-10,856.25
2001-01-17,834.38
2001-01-24,891.67
2001-01-31,840.71
2001-02-07,768.57
2001-02-14,827.17
2001-02-21,631.0
2001-02-28,697.5
2001-03-07,678.57
2001-03-14,690.62
2001-03-21,702.14
2001-03-28,671.43
2001-04-04,675.0
2001-04-11,640.0
2001-04-18,636.43
2001-04-25,597.5
2001-05-02,496.67
2001-05-09,543.33
2001-05-16,535.43
2001-05-23,505.0
2001-05-30,474.38
2001-06-06,460.0
2001-06-13,531.25
2001-06-20,578.75
2001-06-27,617.12
2001-07-04,674.0
