date,price
1993-01-06,340.0
1993-01-13,344.57
1993-01-20,336.67
1993-01-27,343.0
1993-02-03,336.33
1993-02-10,335.86
1993-02-17,332.6
1993-02-24,323.2
1993-03-03,325.57
1993-03-10,331.0
1993-03-17,333.8
1993-03-24,330.29
1993-03-31,329.14
1993-04-07,330.0
1993-04-14,330.14
1993-04-21,327.89
1993-04-28,331.11
1993-05-05,330.25
1993-05-12,331.75
1993-05-19,331.62
1993-05-26,332.67
1993-06-02,332.5
1993-06-09,341.83
1993-06-16,344.2
1993-06-23,350.0
1993-06-30,349.12
1993-07-07,351.25
1993-07-14,351.17
1993-07-21,353.14
1993-07-28,355.4
1993-08-04,357.86
1993-08-11,357.0
1993-08-18,355.62
1993-08-25,365.38
1993-09-01,382.5
1993-09-08,373.89
1993-09-15,383.29
1993-09-22,384.56
1993-09-29,380.71
1993-10-06,378.11
1993-10-13,380.0
1993-10-20,382.86
1993-10-27,373.5
1993-11-03,387.5
1993-11-10,386.71
1993-11-17,387.86
1993-11-24,386.43
1993-12-01,395.0
1993-12-08,394.33
1993-12-15,392.4
1993-12-22,389.4
1993-12-29,398.0
1994-01-05,386.5
1994-01-12,393.57
1994-01-19,394.6
1994-01-26,398.6
1994-02-02,406.14
1994-02-09,410.0
1994-02-16,436.17
1994-02-23,433.33
1994-03-02,421.5
1994-03-09,425.17
1994-03-16,429.2
1994-03-23,403.0
1994-03-30,403.0
1994-04-06,382.5
1994-04-13,375.0
1994-04-20,411.67
1994-04-27,383.4
1994-05-04,364.71
1994-05-11,373.75
1994-05-18,360.71
1994-05-25,372.5
1994-06-01,375.25
1994-06-08,376.67
1994-06-15,376.0
1994-06-22,375.0
1994-06-29,369.5
1994-07-06,378.71
1994-07-13,378.44
1994-07-20,377.89
1994-07-27,373.0
1994-08-03,383.75
1994-08-10,391.86
1994-08-17,393.86
1994-08-24,385.0
1994-08-31,374.17
1994-09-07,379.75
1994-09-14,383.0
1994-09-21,384.44
1994-09-28,387.14
1994-10-05,384.25
1994-10-12,380.33
1994-10-19,398.62
1994-10-26,395.44
1994-11-02,395.0
1994-11-09,401.89
1994-11-16,401.88
1994-11-23,409.67
1994-11-30,407.0
1994-12-07,406.25
1994-12-14,403.33
1994-12-21,412.5
1994-12-28,409.17
1995-01-04,410.33
1995-01-11,418.14
1995-01-18,406.67
1995-01-25,416.43
1995-02-01,416.62
1995-02-08,415.86
1995-02-15,414.71
1995-02-22,431.29
1995-03-01,427.71
1995-03-08,417.5
1995-03-15,411.33
1995-03-22,410.83
1995-03-29,407.0
1995-04-05,408.8
1995-04-12,
1995-04-19,403.0
1995-04-26,397.0
1995-05-03,384.0
1995-05-10,390.0
1995-05-17,369.12
1995-05-24,369.12
1995-05-31,369.75
1995-06-07,367.86
1995-06-14,373.75
1995-06-21,373.57
1995-06-28,380.83
1995-07-05,382.33
1995-07-12,377.25
1995-07-19,376.83
1995-07-26,375.33
1995-08-02,376.67
1995-08-09,383.67
1995-08-16,387.83
1995-08-23,382.0
1995-08-30,384.0
1995-09-06,394.12
1995-09-13,394.29
1995-09-20,394.29
1995-09-27,392.17
1995-10-04,399.67
1995-10-11,398.83
1995-10-18,401.33
1995-10-25,399.17
1995-11-01,399.0
1995-11-08,404.38
1995-11-15,405.6
1995-11-22,408.38
1995-11-29,410.0
1995-12-06,416.0
1995-12-13,416.25
1995-12-20,415.5
1995-12-27,415.0
1996-01-03,419.62
1996-01-10,424.38
1996-01-17,420.88
1996-01-24,417.83
1996-01-31,417.83
1996-02-07,417.14
1996-02-14,420.75
1996-02-21,413.6
1996-02-28,413.6
1996-03-06,423.6
1996-03-13,419.33
1996-03-20,430.17
1996-03-27,428.6
1996-04-03,448.67
1996-04-10,428.33
1996-04-17,438.57
1996-04-24,423.6
1996-05-01,396.86
1996-05-08,397.57
1996-05-15,401.71
1996-05-22,405.2
1996-05-29,418.6
1996-06-05,420.8
1996-06-12,429.83
1996-06-19,432.8
1996-06-26,435.6
1996-07-03,446.33
1996-07-10,464.29
1996-07-17,464.0
1996-07-24,496.29
1996-07-31,487.0
1996-08-07,485.57
1996-08-14,489.5
1996-08-21,499.12
1996-08-28,512.0
1996-09-04,512.0
1996-09-11,518.62
1996-09-18,525.5
1996-09-25,529.25
1996-10-02,535.5
1996-10-03,535.5
1996-10-09,566.0
1996-10-16,563.62
1996-10-23,588.33
1996-10-30,585.0
1996-11-06,586.43
1996-11-13,614.17
1996-11-20,613.57
1996-11-27,631.67
1996-12-04,664.17
1996-12-11,657.5
1996-12-18,671.43
1996-12-25,644.17
1997-01-01,643.33
1997-01-08,656.25
1997-01-15,634.38
1997-01-22,640.62
1997-01-29,643.57
1997-02-05,640.0
1997-02-07,519.38
1997-02-12,640.62
1997-02-19,643.75
1997-02-26,671.0
1997-03-05,671.88
1997-03-12,670.62
1997-03-19,720.62
1997-03-26,676.0
1997-04-02,658.12
1997-04-09,681.88
1997-04-16,610.0
1997-04-23,578.75
1997-04-30,527.75
1997-05-07,527.12
1997-05-14,517.75
1997-05-21,516.88
1997-05-28,520.0
1997-06-04,523.88
1997-06-11,519.38
1997-06-18,527.78
1997-06-25,521.25
1997-07-02,519.38
1997-07-09,523.75
1997-07-16,523.12
1997-07-23,525.62
1997-07-30,528.75
1997-08-06,533.12
1997-08-13,528.62
1997-08-20,531.25
1997-08-27,524.38
1997-09-03,523.12
1997-09-10,519.38
1997-09-17,520.62
1997-09-24,519.0
1997-10-01,518.75
1997-10-08,516.12
1997-10-15,511.75
1997-10-22,505.62
1997-10-29,506.88
1997-11-05,507.5
1997-11-12,508.12
1997-11-19,514.38
1997-11-26,521.25
1997-12-03,520.0
1997-12-10,521.25
1997-12-17,538.75
1997-12-24,573.12
1997-12-31,603.75
1998-01-07,628.75
1998-01-14,641.25
1998-01-21,644.38
1998-01-28,640.0
1998-02-04,638.12
1998-02-11,623.12
1998-02-18,618.75
1998-02-25,616.25
1998-03-04,611.88
1998-03-11,611.43
1998-03-18,573.75
1998-03-25,558.12
1998-04-01,542.5
1998-04-08,551.25
1998-04-15,551.88
1998-04-22,539.38
1998-04-29,530.62
1998-05-06,526.25
1998-05-13,526.88
