date,price
1993-01-06,460.38
1993-01-13,406.6
1993-01-20,462.62
1993-01-27,487.71
1993-02-03,444.78
1993-02-10,434.44
1993-02-17,472.6
1993-02-24,465.6
1993-03-03,413.29
1993-03-10,407.88
1993-03-17,407.56
1993-03-24,385.83
1993-03-31,399.22
1993-04-07,395.89
1993-04-14,383.0
1993-04-21,383.88
1993-04-28,400.33
1993-05-05,401.88
1993-05-12,402.78
1993-05-19,383.57
1993-05-26,413.89
1993-06-02,404.44
1993-06-09,438.0
1993-06-16,407.0
1993-06-23,391.88
1993-06-30,412.22
1993-07-07,403.89
1993-07-14,399.75
1993-07-21,429.44
1993-07-28,418.11
1993-08-04,452.17
1993-08-11,416.44
1993-08-18,423.33
1993-08-25,432.78
1993-09-01,428.33
1993-09-08,441.11
1993-09-15,448.12
1993-09-22,448.57
1993-09-29,447.14
1993-10-06,450.83
1993-10-13,476.88
1993-10-20,468.33
1993-10-27,456.25
1993-11-03,479.44
1993-11-10,478.89
1993-11-17,478.75
1993-11-24,508.57
1993-12-01,496.67
1993-12-08,485.62
1993-12-15,498.12
1993-12-22,481.88
1993-12-29,481.43
1994-01-05,502.86
1994-01-12,502.86
1994-01-19,484.75
1994-01-26,490.62
1994-02-02,534.0
1994-02-09,478.33
1994-02-16,508.33
1994-02-23,510.0
1994-03-02,525.71
1994-03-09,523.89
1994-03-16,495.71
1994-03-23,510.0
1994-03-30,482.5
1994-04-06,511.43
1994-04-13,516.0
1994-04-20,465.0
1994-04-27,485.0
1994-05-04,487.22
1994-05-11,495.56
1994-05-18,467.86
1994-05-25,474.44
1994-06-01,475.71
1994-06-08,483.89
1994-06-15,494.38
1994-06-22,431.0
1994-06-29,447.5
1994-07-06,479.75
1994-07-13,479.75
1994-07-20,455.83
1994-07-27,479.22
1994-08-03,448.0
1994-08-10,535.0
1994-08-17,495.33
1994-08-24,480.43
1994-08-31,507.5
1994-09-07,525.2
1994-09-14,510.0
1994-09-21,481.43
1994-09-28,458.0
1994-10-05,512.5
1994-10-12,483.33
1994-10-19,480.71
1994-10-26,448.0
1994-11-02,405.0
1994-11-09,513.33
1994-11-16,521.11
1994-11-23,506.43
1994-11-30,508.12
1994-12-07,533.75
1994-12-14,535.56
1994-12-21,513.57
1994-12-28,508.57
1995-01-04,516.88
1995-01-11,500.83
1995-01-18,524.38
1995-01-25,512.5
1995-02-01,527.14
1995-02-08,510.71
1995-02-15,529.38
1995-02-22,506.67
1995-03-01,510.25
1995-03-08,532.22
1995-03-15,550.0
1995-03-22,514.38
1995-03-29,510.0
1995-04-05,535.0
1995-04-12,
1995-04-19,471.43
1995-04-26,467.86
1995-05-03,472.78
1995-05-10,443.57
1995-05-17,486.0
1995-05-24,433.33
1995-05-31,477.0
1995-06-07,468.89
1995-06-14,431.0
1995-06-21,512.67
1995-06-28,476.78
1995-07-05,452.14
1995-07-12,470.67
1995-07-19,467.62
1995-07-26,463.88
1995-08-02,498.0
1995-08-09,493.44
1995-08-16,480.75
1995-08-23,496.78
1995-08-30,485.12
1995-09-06,512.0
1995-09-13,500.67
1995-09-20,455.83
1995-09-27,460.0
1995-10-04,470.71
1995-10-11,488.88
1995-10-18,488.25
1995-10-25,488.25
1995-11-01,509.56
1995-11-08,516.22
1995-11-15,505.75
1995-11-22,521.22
1995-11-29,501.25
1995-12-06,499.38
1995-12-13,545.71
1995-12-20,528.75
1995-12-27,504.29
1996-01-03,519.29
1996-01-10,566.67
1996-01-17,502.14
1996-01-24,498.33
1996-01-31,498.33
1996-02-07,535.0
1996-02-14,510.0
1996-02-21,546.78
1996-02-28,546.78
1996-03-06,568.71
1996-03-13,550.75
1996-03-20,550.17
1996-03-27,510.0
1996-04-03,506.43
1996-04-10,525.0
1996-04-17,499.17
1996-04-24,573.0
1996-05-01,529.29
1996-05-08,550.12
1996-05-15,550.12
1996-05-22,550.0
1996-05-29,560.0
1996-06-05,558.75
1996-06-12,558.75
1996-06-19,544.17
1996-06-26,583.0
1996-07-03,562.5
1996-07-10,643.57
1996-07-17,615.0
1996-07-24,613.89
1996-07-31,613.89
1996-08-07,624.44
1996-08-14,624.44
1996-08-21,635.11
1996-08-28,635.11
1996-09-04,651.78
1996-09-11,641.11
1996-09-18,642.22
1996-09-25,631.11
1996-10-02,638.33
1996-10-03,638.33
1996-10-09,655.17
1996-10-16,663.33
1996-10-23,572.5
1996-10-30,612.67
1996-11-06,624.33
1996-11-13,647.67
1996-11-20,717.33
1996-11-27,768.5
1996-12-04,749.33
1996-12-11,750.25
1996-12-18,737.5
1996-12-25,736.5
1997-01-01,746.5
1997-01-08,773.88
1997-01-15,792.62
1997-01-22,852.8
1997-01-29,819.0
1997-02-05,799.14
1997-02-07,624.0
1997-02-12,828.5
1997-02-19,792.62
1997-02-26,818.44
1997-03-05,820.2
1997-03-12,799.25
1997-03-19,741.22
1997-03-26,660.12
1997-04-02,704.5
1997-04-09,697.0
1997-04-16,707.0
1997-04-23,712.11
1997-04-30,671.0
1997-05-07,657.44
1997-05-14,672.67
1997-05-21,691.0
1997-05-28,651.88
1997-06-04,665.67
1997-06-11,648.78
1997-06-18,639.33
1997-06-25,637.89
1997-07-02,618.44
1997-07-09,614.0
1997-07-16,619.56
1997-07-23,629.33
1997-07-30,623.22
1997-08-06,633.78
1997-08-13,648.22
1997-08-20,634.89
1997-08-27,631.56
1997-09-03,636.89
1997-09-10,632.67
1997-09-17,642.0
1997-09-24,638.67
1997-10-01,624.22
1997-10-08,629.22
1997-10-15,629.22
1997-10-22,640.89
1997-10-29,636.44
1997-11-05,640.56
1997-11-12,638.89
1997-11-19,663.75
1997-11-26,661.22
1997-12-03,691.57
1997-12-10,664.0
1997-12-17,698.62
1997-12-24,727.33
1997-12-31,775.67
1998-01-07,770.67
1998-01-14,765.56
1998-01-21,718.89
1998-01-28,712.78
1998-02-04,710.0
1998-02-11,701.11
1998-02-18,685.33
1998-02-25,670.0
1998-03-04,665.33
1998-03-11,663.89
1998-03-18,653.33
1998-03-25,654.44
1998-04-01,641.67
1998-04-08,636.11
1998-04-15,658.11
1998-04-22,654.44
1998-04-29,660.0
1998-05-06,655.89
1998-05-13,639.78
1998-05-20,645.89
1998-05-27,648.33
1998-06-03,635.89
1998-06-10,635.62
1998-06-17,637.22
1998-06-24,652.78
1998-07-01,663.33
1998-07-08,675.33
1998-07-15,692.56
1998-07-22,703.33
1998-07-29,705.56
1998-08-05,703.11
1998-08-12,705.33
1998-08-19,701.44
1998-08-26,702.0
1998-09-02,700.89
1998-09-09,698.33
1998-09-16,698.33
1998-09-23,701.11
1998-09-30,710.0
1998-10-07,707.78
1998-10-14,707.78
1998-10-21,722.57
1998-10-28,752.57
1998-11-04,748.57
1998-11-11,747.22
1998-11-18,753.89
1998-11-25,752.56
1998-12-02,748.67
1998-12-09,743.89
1998-12-16,761.11
1998-12-23,762.22
1998-12-30,758.33
1999-01-06,776.11
1999-01-13,770.33
1999-01-20,778.67
1999-01-27,778.67
1999-02-03,773.33
1999-02-10,777.56
1999-02-17,792.22
1999-02-24,781.67
1999-03-03,749.44
1999-03-10,717.78
1999-03-17,705.56
1999-03-24,690.0
1999-03-31,675.56
1999-04-07,670.0
1999-04-14,653.12
1999-04-21,664.22
1999-04-28,665.89
1999-05-05,667.0
1999-05-12,664.22
1999-05-19,668.11
1999-05-26,679.78
1999-06-02,679.44
1999-06-09,688.89
1999-06-16,685.33
1999-06-23,693.33
1999-06-30,714.11
1999-07-07,682.89
1999-07-14,693.89
1999-07-21,744.44
1999-07-28,745.89
1999-08-04,762.56
1999-08-11,772.22
1999-08-18,766.67
1999-08-25,778.89
1999-09-01,765.89
1999-09-08,763.67
1999-09-15,785.33
